id_usuario,dia_ganancias,ganancias_MXN,ganancias_USD,ganancias_CAD,ganancias_EUR
66,2025-02-05,-960,-772,18,774
71,2025-03-27,501,376,-464,-322
8,2025-03-16,-995,551,-486,-711
26,2025-03-23,996,722,-192,854
7,2025-01-29,-92,-701,741,-45
79,2025-01-11,-433,868,-284,552
7,2025-02-26,163,815,621,461
65,2025-04-01,699,-43,959,322
35,2025-01-31,571,-421,-526,606
29,2025-03-13,599,-353,-918,-109
37,2025-02-07,-295,925,955,723
59,2025-01-17,342,408,-220,-4
43,2025-02-18,946,-740,-320,-809
96,2025-03-10,-87,294,-1000,394
12,2025-03-06,-506,-64,66,-456
55,2025-01-07,-601,578,-401,-218
26,2025-01-31,-802,293,511,-863
65,2025-03-11,-566,-482,-422,-837
96,2025-01-30,876,460,-765,-184
44,2025-02-22,-252,483,-698,104
1,2025-01-28,-61,889,-492,-837
9,2025-02-03,-323,219,-544,406
51,2025-03-10,-847,779,-678,-945
79,2025-02-05,854,75,-162,-186
19,2025-02-09,-566,-749,-949,-35
63,2025-03-10,59,-816,950,180
57,2025-01-16,927,-243,165,490
25,2025-02-24,-122,-844,768,13
93,2025-01-10,198,-136,909,-768
97,2025-03-29,-627,-330,745,-667
87,2025-03-14,-410,-374,-787,495
44,2025-03-04,-73,-434,-541,-332
55,2025-02-23,-150,-281,944,-321
73,2025-01-31,550,226,285,81
53,2025-03-13,-299,-505,-99,-934
2,2025-01-28,388,700,158,318
55,2025-03-04,463,-70,621,-123
36,2025-02-28,770,550,-670,-998
43,2025-02-15,-712,928,-157,-727
62,2025-01-09,837,158,-995,158
39,2025-03-10,759,96,-984,-824
41,2025-01-18,-950,-321,789,630
78,2025-01-05,923,-750,835,768
97,2025-02-14,-581,290,-551,-393
68,2025-01-25,699,-954,956,360
73,2025-03-07,310,59,-572,-36
74,2025-02-14,439,744,205,-898
75,2025-03-04,41,-168,-618,-306
8,2025-01-08,638,-565,-824,-318
59,2025-01-04,132,-767,626,-496
48,2025-02-28,28,644,524,449
50,2025-02-22,47,-833,-783,-355
19,2025-02-12,894,306,909,-90
68,2025-01-02,339,751,-939,-271
97,2025-03-07,-856,-328,-357,-532
18,2025-01-20,-454,965,900,-65
5,2025-02-19,910,534,-599,-375
34,2025-03-01,-413,64,-659,995
9,2025-01-04,-122,499,279,978
33,2025-01-20,480,327,417,-910
5,2025-01-26,-955,-60,785,637
37,2025-01-09,465,35,-419,-415
32,2025-03-26,-960,-162,214,-882
17,2025-01-29,316,394,-895,146
86,2025-02-16,-620,-557,-819,-410
36,2025-02-06,-317,325,316,208
81,2025-03-14,-267,-936,-924,-448
20,2025-01-12,-688,-192,-164,-512
6,2025-01-04,-548,-585,-988,-310
97,2025-01-01,908,782,185,978
61,2025-03-20,-45,-914,-376,719
31,2025-02-04,615,-543,-483,946
27,2025-02-16,-940,197,-821,-777
80,2025-03-06,302,-893,983,984
99,2025-02-10,-339,407,-979,941
32,2025-03-05,-647,-461,489,962
76,2025-03-24,-761,-935,-949,-363
84,2025-01-22,587,897,136,214
33,2025-01-16,959,975,21,-218
50,2025-01-30,-618,955,-955,807
13,2025-02-27,328,-2,380,768
32,2025-01-05,-13,269,-907,518
76,2025-03-24,-565,478,-541,770
98,2025-03-07,426,-274,-101,644
61,2025-04-01,898,298,-79,783
46,2025-01-07,-281,477,828,-526
97,2025-02-14,775,626,251,-250
90,2025-01-09,-482,711,513,-952
16,2025-03-29,-325,527,216,-661
16,2025-02-14,228,853,-757,-893
21,2025-03-02,237,582,-396,-332
42,2025-02-14,15,-229,751,-959
54,2025-02-22,-411,-869,-826,-721
77,2025-03-03,733,-133,-167,928
3,2025-02-07,-200,-791,-612,738
69,2025-02-05,441,-232,925,595
52,2025-01-25,951,-460,-674,932
1,2025-02-27,564,-924,-969,290
34,2025-01-14,-688,439,-903,-371
96,2025-02-03,952,290,12,-810
45,2025-02-20,-391,-985,345,113
92,2025-03-28,853,-905,-87,894
56,2025-03-05,-835,412,851,46
53,2025-03-06,182,-230,612,-971
85,2025-01-22,-250,-31,914,793
60,2025-03-20,949,953,-586,-919
94,2025-02-28,134,-838,87,369
92,2025-01-04,684,645,577,66
81,2025-03-24,206,681,422,-648
99,2025-01-26,-457,-557,268,-820
80,2025-02-21,444,-274,-977,341
49,2025-01-17,-542,764,-526,-865
26,2025-03-25,-34,231,-207,157
58,2025-02-21,-97,-982,-53,244
1,2025-03-20,814,-9,-661,695
5,2025-03-10,-618,882,-353,-384
60,2025-03-13,-180,590,-102,-438
98,2025-03-13,-426,505,732,974
86,2025-01-02,532,626,-239,614
8,2025-02-15,-172,303,-431,-416
13,2025-02-18,59,-639,-881,-282
4,2025-02-12,-240,-125,-352,-287
68,2025-01-15,-941,129,890,227
7,2025-03-25,-747,-683,-76,-749
10,2025-02-10,194,-7,-780,-727
74,2025-02-03,-29,-100,949,915
69,2025-03-22,686,314,-496,-768
71,2025-02-07,671,294,-841,494
40,2025-03-24,-124,-498,459,351
66,2025-03-15,482,-88,142,-137
53,2025-01-15,-320,936,177,634
60,2025-01-06,102,-622,-586,-290
5,2025-01-29,-461,-825,134,-147
58,2025-01-28,29,421,279,343
57,2025-02-23,578,902,380,174
12,2025-03-28,-10,-10,-897,810
43,2025-02-15,-373,710,-304,295
17,2025-02-22,-347,-335,284,-614
54,2025-02-19,-79,516,303,-937
83,2025-02-14,-773,708,-775,104
24,2025-03-24,-288,-238,-253,-967
18,2025-02-03,285,497,782,576
52,2025-03-22,-852,-250,966,705
76,2025-01-10,-122,-195,95,-718
21,2025-01-13,-855,-947,-933,353
54,2025-01-06,-191,-697,660,150
36,2025-01-27,-707,-462,-569,267
17,2025-02-19,425,617,547,-344
87,2025-03-19,-433,-604,571,779
4,2025-02-13,786,-260,10,897
56,2025-02-19,-270,-857,439,-727
56,2025-04-01,-312,815,-892,478
26,2025-02-12,-509,869,-474,515
11,2025-02-14,476,716,740,863
84,2025-02-18,565,-24,-394,-941
65,2025-01-25,-205,338,-343,-178
56,2025-02-10,857,846,-913,-998
99,2025-03-26,375,344,490,-355
26,2025-02-01,217,-26,771,850
43,2025-01-26,411,-592,243,-284
80,2025-01-15,715,-690,-178,-888
71,2025-01-09,-512,379,-981,307
47,2025-01-02,135,-680,542,-38
11,2025-02-15,-526,-506,-747,762
41,2025-01-24,244,386,-805,898
17,2025-03-02,-721,-628,-666,-665
42,2025-03-07,838,-836,-13,560
79,2025-01-16,449,-709,-184,366
61,2025-02-01,-956,682,-145,511
21,2025-01-27,592,-414,-525,-784
11,2025-03-02,714,-147,-69,875
32,2025-01-21,-568,-298,-534,879
2,2025-01-18,-492,302,-318,-209
44,2025-01-09,22,-639,161,816
63,2025-01-03,-398,-845,-867,-547
56,2025-01-29,447,445,997,-818
60,2025-03-27,134,-913,277,561
91,2025-02-06,-651,773,-695,-241
60,2025-01-08,-901,-627,-968,-227
83,2025-02-19,-425,637,-79,-770
2,2025-01-18,-324,-312,637,77
10,2025-03-17,187,-426,365,-555
40,2025-02-15,78,854,-431,737
72,2025-03-03,196,575,-799,44
71,2025-03-31,554,-956,168,460
57,2025-03-22,-779,-772,-206,-428
57,2025-03-12,355,583,273,-315
39,2025-01-15,596,-978,711,184
94,2025-01-31,918,356,360,-55
65,2025-03-21,538,527,-93,866
74,2025-01-07,-588,-2,-817,-854
37,2025-03-18,-607,918,-339,22
25,2025-01-31,-968,580,-995,-839
71,2025-02-13,-164,-710,590,-670
25,2025-03-08,158,-257,655,-304
58,2025-01-09,-979,-913,-716,459
19,2025-01-29,-560,592,-477,596
99,2025-02-22,735,-452,-671,698
3,2025-02-08,-780,368,650,-759
41,2025-01-18,-499,-238,-179,114
4,2025-01-05,229,-744,574,-44
2,2025-01-28,904,-2,36,-195
91,2025-03-27,-114,602,-323,-6
81,2025-01-20,-804,-989,-135,122
81,2025-03-29,247,16,-616,999
79,2025-01-04,623,441,351,752
26,2025-02-04,-319,-263,447,-180
34,2025-01-20,-977,-858,584,-913
72,2025-03-17,679,-424,443,-289
9,2025-01-11,-51,593,-517,-853
28,2025-03-18,808,666,921,509
62,2025-03-01,340,376,210,375
50,2025-03-24,-598,-544,249,-107
95,2025-01-11,680,-499,379,32
90,2025-02-28,-356,138,-189,242
46,2025-03-08,-169,-408,-426,-148
3,2025-02-19,-260,687,-894,422
15,2025-01-27,929,-551,-921,-924
63,2025-02-15,-685,519,930,-212
27,2025-02-17,-57,921,-710,189
84,2025-03-19,109,-287,-887,348
48,2025-01-01,480,615,-558,-921
19,2025-01-29,-961,157,216,-356
83,2025-01-04,-833,629,572,-633
81,2025-02-07,821,-119,-707,-201
44,2025-03-03,341,860,-391,159
89,2025-03-18,-239,-274,551,-848
21,2025-02-24,-252,162,-272,-917
14,2025-02-01,-612,-621,47,505
81,2025-02-24,317,790,591,-349
27,2025-02-09,-192,-170,399,412
67,2025-01-24,181,971,823,-670
61,2025-02-02,-681,41,-568,548
21,2025-03-21,-104,-540,-35,-247
61,2025-01-10,-256,406,845,-500
90,2025-02-15,73,96,-909,79
17,2025-01-23,-307,89,-168,853
18,2025-03-09,-643,679,621,-813
43,2025-01-27,511,835,-10,565
43,2025-02-20,236,124,-186,-456
47,2025-01-18,-250,-192,216,341
23,2025-03-28,-293,404,-206,-845
35,2025-02-17,565,-941,491,828
97,2025-01-13,814,-518,970,235
3,2025-03-24,89,78,826,-704
83,2025-02-22,-678,-723,-982,-605
53,2025-02-07,500,293,357,-81
64,2025-02-09,189,943,-918,413
62,2025-03-13,510,711,600,14
10,2025-01-21,-127,167,-973,-337
57,2025-02-13,-312,-156,167,308
17,2025-02-13,-916,-407,-702,-43
91,2025-01-24,-109,972,-874,817
46,2025-01-07,957,-111,723,420
16,2025-03-07,-869,-922,913,-129
48,2025-03-17,-769,326,-377,698
74,2025-03-10,-776,109,652,547
5,2025-02-20,-796,-612,528,-312
82,2025-02-27,644,-821,-713,370
24,2025-01-24,-457,550,-33,333
94,2025-02-06,-744,-278,849,-856
18,2025-03-13,-351,443,858,533
5,2025-01-29,-13,-73,-718,-102
37,2025-01-14,-547,626,-967,315
71,2025-01-14,312,81,158,-931
79,2025-02-07,-218,-43,887,-949
87,2025-02-11,311,-222,-23,829
58,2025-01-20,-103,257,-28,728
50,2025-03-09,-347,960,860,834
13,2025-02-26,236,-900,419,-764
80,2025-03-17,-687,251,80,-946
95,2025-02-26,-479,792,945,211
93,2025-02-08,-800,-569,-410,-107
34,2025-02-03,907,88,-86,-548
73,2025-03-28,180,624,89,119
17,2025-02-15,649,769,436,513
17,2025-01-31,-483,-760,-905,-724
77,2025-02-10,816,363,725,63
96,2025-02-27,132,-893,962,-315
93,2025-03-25,-370,-496,126,845
32,2025-01-05,717,-161,495,352
65,2025-01-25,-878,240,200,-531
64,2025-02-23,-5,-639,-431,-32
59,2025-02-09,-549,-142,-112,75
82,2025-01-28,906,672,-959,-941
57,2025-03-21,-440,466,144,-535
37,2025-01-26,-136,331,-670,-600
28,2025-01-07,72,349,-292,-588
55,2025-03-02,346,454,-938,472
84,2025-01-18,-57,631,-1000,470
21,2025-02-02,408,722,-57,-869
43,2025-02-05,-238,-642,-696,267
40,2025-02-26,596,861,624,146
33,2025-02-15,420,-406,-789,-209
63,2025-03-25,926,818,935,-595
59,2025-04-01,319,-724,-453,406
93,2025-02-07,-37,-627,-771,-999
75,2025-01-08,-612,-374,830,169
84,2025-02-22,-238,-902,-856,26
71,2025-02-19,620,266,420,-768
51,2025-01-29,-726,-258,-963,-866
73,2025-03-07,323,988,451,-98
71,2025-03-24,-38,384,160,468
49,2025-02-09,682,-216,-943,-875
75,2025-02-22,717,-682,310,-304
47,2025-02-08,364,793,-84,-852
39,2025-01-25,-835,618,-309,-716
23,2025-03-07,459,-813,-122,-897
84,2025-03-29,-268,685,676,-862
65,2025-03-13,-972,89,877,-390
37,2025-01-01,566,849,-804,885
49,2025-02-21,-121,836,-55,121
53,2025-03-15,814,-833,461,-332
73,2025-03-29,-933,-713,-341,-696
97,2025-01-27,-121,-853,777,-201
60,2025-03-28,-287,885,283,-540
44,2025-01-23,-734,-480,-248,160
38,2025-03-16,247,-73,-573,422
61,2025-01-31,-783,-225,664,-340
5,2025-03-04,-80,295,-594,-494
38,2025-02-19,-21,-304,-851,124
50,2025-02-02,-566,-170,597,-970
78,2025-01-10,926,51,53,277
85,2025-01-30,-156,-222,-294,-264
53,2025-01-14,107,305,381,782
7,2025-01-21,612,585,-82,-781
37,2025-03-07,707,301,-940,922
91,2025-01-13,350,119,264,-816
46,2025-02-28,786,-19,574,-177
1,2025-03-27,-954,-139,15,-955
95,2025-01-22,404,-609,-721,-804
30,2025-03-31,-185,-4,517,411
35,2025-01-10,281,-858,-453,-361
99,2025-03-31,426,-467,789,865
32,2025-02-18,126,-431,-791,-880
30,2025-03-30,-119,292,843,-578
52,2025-02-22,-873,348,183,839
23,2025-04-02,-820,-591,-760,207
3,2025-01-17,628,-174,-695,-318
51,2025-01-31,-101,-452,-780,-713
4,2025-01-09,-221,-375,891,579
25,2025-02-09,472,-144,913,-312
66,2025-01-21,-679,-123,-788,129
12,2025-01-17,282,-2,817,350
56,2025-02-22,-345,-642,-364,626
71,2025-01-25,-928,-894,-443,50
19,2025-03-05,-464,-338,654,364
53,2025-02-06,-675,-667,-258,-692
72,2025-01-27,-321,-478,492,535
36,2025-04-02,760,-106,320,-134
45,2025-04-02,-320,-697,116,-329
65,2025-02-12,485,-758,344,938
61,2025-01-28,-495,-74,-793,-920
31,2025-01-20,-313,793,755,-89
2,2025-01-27,512,963,629,-954
13,2025-03-30,-743,-682,611,382
58,2025-03-16,773,-303,242,-589
85,2025-01-18,292,-492,-569,549
71,2025-03-08,456,61,-461,-832
19,2025-02-04,-554,750,33,-481
59,2025-01-20,193,163,935,875
87,2025-01-24,321,54,-735,412
57,2025-01-06,-852,-508,-949,160
69,2025-04-01,864,-514,252,-342
37,2025-03-22,974,-52,-325,422
81,2025-01-03,342,-3,208,852
22,2025-02-21,58,231,738,-704
21,2025-01-13,233,648,604,-882
3,2025-03-18,-993,939,971,-186
86,2025-03-22,-431,28,-948,-537
32,2025-01-22,-950,-821,512,-26
41,2025-01-25,-562,-155,34,-594
60,2025-02-04,-438,463,-51,-375
39,2025-03-07,325,581,656,-601
63,2025-02-26,895,-711,-910,414
21,2025-03-27,50,-28,873,152
55,2025-04-01,-18,40,-666,-755
58,2025-04-01,531,-389,713,-53
2,2025-03-16,253,-337,-851,-872
76,2025-03-25,228,270,438,-373
24,2025-04-02,716,-484,-514,488
86,2025-03-15,832,635,-420,42
1,2025-02-05,-330,130,275,-525
82,2025-02-21,230,409,199,-16
53,2025-02-16,920,152,-524,639
47,2025-03-21,-915,-88,518,-951
81,2025-03-18,186,660,-342,-389
42,2025-01-23,-930,-869,-983,626
39,2025-03-05,982,151,-451,-354
13,2025-03-07,734,-952,348,-595
28,2025-01-12,-970,868,330,434
82,2025-02-14,-851,-776,424,-548
52,2025-01-15,744,284,108,45
14,2025-03-25,884,292,-914,651
98,2025-02-16,-869,-19,317,155
39,2025-03-09,-985,531,118,561
32,2025-03-31,976,-490,-336,85
8,2025-03-16,23,-62,-299,-630
88,2025-03-05,-657,-377,-781,977
94,2025-03-08,-473,-769,589,272
86,2025-03-20,548,868,-79,-802
94,2025-01-14,-206,199,906,-454
33,2025-03-05,-989,-262,-832,952
70,2025-03-20,806,-105,-538,-314
88,2025-02-19,-830,360,-940,-209
23,2025-01-02,801,-94,57,-230
88,2025-02-02,-874,-32,-226,-50
18,2025-03-06,661,-43,-925,-920
4,2025-03-06,-837,629,359,864
90,2025-03-21,-706,-328,586,151
66,2025-02-05,-424,980,255,452
68,2025-03-10,268,-669,427,-861
48,2025-03-08,9,-909,821,-251
8,2025-02-22,-597,-545,853,901
44,2025-02-14,372,636,659,-372
45,2025-01-30,-155,295,-797,-410
78,2025-01-30,719,-678,-73,425
4,2025-02-22,-985,-271,-556,-18
14,2025-01-30,875,-456,61,-748
95,2025-01-14,485,117,850,-679
42,2025-03-18,750,-179,-223,-588
46,2025-01-17,785,69,82,-525
73,2025-02-06,-655,189,-61,-842
58,2025-01-05,506,778,465,-182
91,2025-01-08,624,456,-867,-317
81,2025-01-16,443,-232,-689,91
15,2025-02-10,186,-257,-902,108
79,2025-03-21,-257,-332,-759,-498
55,2025-02-19,-327,-893,-526,-930
48,2025-03-05,135,-548,-902,-452
1,2025-03-05,816,147,-695,86
36,2025-02-04,-573,-959,419,683
59,2025-02-24,875,-603,900,946
67,2025-01-13,359,-860,509,87
46,2025-01-13,-652,-350,636,337
10,2025-01-31,-57,-722,966,73
28,2025-02-14,-307,686,-577,-59
9,2025-02-19,879,660,458,929
60,2025-01-07,811,-492,843,443
74,2025-01-02,733,-365,431,778
77,2025-02-06,717,446,-429,617
24,2025-01-29,161,16,-104,-102
15,2025-01-23,292,506,42,-159
58,2025-02-24,613,216,265,-753
3,2025-01-30,320,698,-330,378
54,2025-03-12,-5,348,348,132
86,2025-03-17,503,13,-625,-837
52,2025-02-27,-343,82,568,356
18,2025-02-03,270,-96,-82,-254
5,2025-02-09,378,-220,702,-227
42,2025-02-01,808,-677,219,-395
88,2025-01-28,924,137,669,-193
21,2025-03-10,219,580,-900,-555
38,2025-01-12,-318,-310,143,706
97,2025-02-04,-786,58,15,507
88,2025-02-18,-855,797,197,838
8,2025-04-01,-726,541,875,-658
15,2025-04-01,745,829,888,-7
11,2025-03-01,-84,-273,473,-403
64,2025-02-06,499,-471,995,916
49,2025-03-12,-437,148,923,262
59,2025-03-29,811,938,-793,-63
52,2025-02-20,-819,62,-317,-484
52,2025-03-30,-214,666,-597,528
72,2025-03-12,962,-474,486,66
73,2025-02-06,-554,2,-41,668
68,2025-03-17,508,245,-723,-949
50,2025-03-23,-630,463,-153,947
80,2025-04-02,415,-237,95,-999
53,2025-01-20,-861,-470,8,839
10,2025-02-21,325,-588,-438,439
8,2025-01-19,126,426,-240,960
23,2025-01-31,357,656,-928,242
22,2025-03-01,109,-495,118,-933
44,2025-03-20,-945,-164,55,-991
54,2025-01-14,914,-711,-169,-390
69,2025-03-28,593,659,766,-369
77,2025-01-14,-926,-822,-989,-41
71,2025-01-16,930,465,-45,-465
80,2025-02-09,284,-989,-224,455
69,2025-02-15,107,-932,782,143
24,2025-02-08,-688,-47,-130,-952
85,2025-02-21,811,-677,214,-387
90,2025-01-13,166,901,-540,184
35,2025-03-05,215,-100,-340,242
55,2025-01-30,-266,-644,562,-773
96,2025-01-21,241,536,721,478
24,2025-03-12,386,777,-278,728
86,2025-02-17,-593,482,-286,-65
24,2025-01-14,598,-286,346,-266
2,2025-01-23,311,608,-511,174
61,2025-01-22,242,-578,-294,-298
43,2025-01-16,757,-871,-655,960
42,2025-03-29,-600,246,242,-662
40,2025-01-30,-604,-823,-300,513
67,2025-02-12,808,501,411,-352
26,2025-03-29,-537,-316,-365,209
22,2025-02-16,106,-34,900,409
69,2025-02-25,-757,-675,-406,-531
41,2025-03-04,-397,-745,-919,871
79,2025-01-07,554,-504,-701,-582
69,2025-03-02,149,-259,-700,-86
46,2025-02-15,-993,59,146,-413
63,2025-03-22,-731,-959,621,457
12,2025-01-17,501,274,207,602
67,2025-02-27,-180,-56,-430,-353
83,2025-02-09,215,579,-411,-25
45,2025-03-22,528,-186,228,989
64,2025-03-26,-774,-728,235,-814
42,2025-03-11,151,68,-967,329
29,2025-03-05,-435,-613,861,227
81,2025-02-07,-71,94,-636,959
8,2025-02-04,864,169,-288,300
25,2025-03-07,502,571,96,-910
18,2025-01-14,-223,192,-413,-836
12,2025-01-04,-407,-633,822,-670
89,2025-02-12,376,-797,320,109
33,2025-02-04,-162,143,61,583
40,2025-01-26,-333,-142,207,-535
30,2025-03-06,-48,-736,609,55
17,2025-03-26,439,598,-423,-757
37,2025-01-22,-758,11,-314,265
43,2025-03-19,-783,-674,-887,272
72,2025-03-21,-502,191,576,677
55,2025-02-23,527,-95,-357,-410
49,2025-02-09,512,-178,824,387
66,2025-03-11,-124,185,-420,79
65,2025-04-02,860,155,-730,83
4,2025-02-08,-656,818,575,775
70,2025-03-07,465,-280,-685,-811
59,2025-02-08,166,-881,-390,354
50,2025-03-09,350,-700,950,320
25,2025-02-26,370,111,224,434
85,2025-03-29,881,972,252,640
11,2025-03-16,-246,-293,904,-56
72,2025-02-28,741,797,-776,-984
64,2025-01-21,-409,186,527,589
61,2025-02-03,260,735,907,483
91,2025-01-01,-979,-740,723,-229
58,2025-02-01,-468,-900,460,721
82,2025-03-13,-525,-782,-994,468
68,2025-02-19,-859,376,-599,948
57,2025-02-27,746,956,-731,372
76,2025-04-02,-889,-167,980,32
1,2025-03-11,994,-91,951,-460
21,2025-03-05,-574,-311,-562,-629
24,2025-02-03,314,675,-578,58
19,2025-02-06,462,685,-621,672
26,2025-02-05,-849,-988,402,323
24,2025-02-20,-423,191,-111,-621
17,2025-03-18,-36,-227,-459,119
54,2025-01-28,661,-145,-270,-573
22,2025-01-13,680,260,943,-999
48,2025-01-15,-536,-545,-135,29
4,2025-01-13,360,152,-457,502
50,2025-01-06,159,918,-4,-263
89,2025-03-13,-151,-808,743,-279
41,2025-03-25,-785,-5,-836,-133
9,2025-01-15,401,-373,-804,879
17,2025-01-13,-392,-731,-383,-639
89,2025-02-13,-618,620,619,179
74,2025-03-11,274,117,450,-72
56,2025-02-16,829,499,-192,-212
46,2025-01-08,254,-131,-674,955
8,2025-03-16,527,-36,-408,-791
95,2025-03-22,-410,-941,165,290
6,2025-03-06,-481,-936,-917,367
70,2025-02-14,-833,-313,-78,-721
73,2025-01-07,406,-886,-968,964
12,2025-02-24,-38,-108,-414,95
92,2025-02-27,-517,577,-153,302
51,2025-01-02,411,223,833,-689
62,2025-01-11,-920,-624,201,-40
36,2025-01-06,-656,423,-779,-102
66,2025-03-02,851,666,-930,222
96,2025-03-27,836,-782,270,862
8,2025-01-27,-635,-854,437,-486
51,2025-03-20,401,760,743,456
26,2025-02-07,111,-735,579,-221
55,2025-02-19,-527,-559,-169,290
30,2025-02-18,502,-626,-94,824
20,2025-03-09,700,771,320,-400
42,2025-03-05,-315,-266,269,369
19,2025-02-21,-276,461,-185,-225
74,2025-03-23,651,-894,-814,192
93,2025-03-12,768,-525,241,-140
96,2025-02-10,938,482,-374,931
66,2025-02-27,635,-95,352,641
79,2025-03-08,382,883,943,-460
68,2025-03-09,-372,-16,-88,-257
80,2025-02-24,327,-391,-886,-628
96,2025-03-21,-76,393,399,-840
40,2025-03-18,642,-285,110,402
37,2025-01-02,813,682,-305,962
29,2025-01-31,-698,774,-316,743
94,2025-02-13,309,285,-892,417
11,2025-01-02,-389,674,-934,875
41,2025-01-18,59,-201,-650,-275
41,2025-01-21,576,-395,400,-679
78,2025-01-12,535,-183,-60,691
12,2025-02-06,-830,-269,-382,-689
33,2025-03-23,-268,416,61,-209
76,2025-01-02,-608,-989,-648,386
40,2025-02-14,-133,-949,-219,-29
41,2025-01-19,250,538,551,-542
33,2025-02-24,85,-145,-435,570
29,2025-03-24,523,-184,-877,122
63,2025-01-06,572,93,-940,315
22,2025-02-12,-898,61,-526,-956
43,2025-01-09,872,171,125,-166
58,2025-03-20,31,275,-363,-465
64,2025-03-10,-591,271,-476,6
51,2025-02-09,-924,858,559,723
36,2025-03-16,-739,-164,-272,-958
89,2025-02-10,927,131,-582,519
15,2025-03-15,269,35,938,645
2,2025-03-30,-55,-254,-856,524
17,2025-01-11,-337,-352,305,430
71,2025-01-28,-532,-650,-736,-589
65,2025-03-19,811,-783,170,461
45,2025-03-07,-791,-234,533,136
91,2025-01-08,941,-120,752,605
41,2025-03-28,-161,-1000,-129,524
15,2025-01-30,-988,493,386,-512
55,2025-01-02,9,124,646,-810
79,2025-02-20,-428,63,-612,715
36,2025-03-19,-873,292,-440,-694
12,2025-01-29,760,669,987,-514
93,2025-03-22,507,-117,470,-79
29,2025-01-26,-830,-675,719,915
52,2025-01-15,-303,-178,-603,33
31,2025-02-19,-465,-405,977,60
99,2025-03-02,225,-79,-157,-123
76,2025-03-29,-673,878,88,660
41,2025-02-01,-72,50,-275,853
20,2025-02-09,-256,-395,-598,-297
29,2025-01-13,-475,-884,3,402
74,2025-03-09,520,292,41,503
93,2025-01-24,536,-771,-767,-812
80,2025-01-31,-933,524,-223,362
9,2025-03-24,-979,624,480,-305
76,2025-02-09,559,-601,480,-272
3,2025-03-14,310,236,658,964
55,2025-02-08,-695,509,841,98
96,2025-01-05,-956,368,422,473
59,2025-03-26,314,423,695,970
94,2025-02-18,70,567,162,-676
1,2025-01-10,682,301,180,539
14,2025-02-13,-242,-356,-76,-328
62,2025-01-03,557,223,406,160
51,2025-03-26,-747,459,-405,-399
9,2025-01-29,-833,191,612,875
5,2025-01-08,-30,-532,174,-175
3,2025-02-22,886,-54,-646,-386
94,2025-01-29,796,-777,945,-270
8,2025-03-27,412,-699,-409,477
79,2025-01-09,34,156,557,-33
5,2025-03-14,-348,-81,-864,214
97,2025-01-08,-684,-752,194,-768
40,2025-01-18,-597,70,694,-59
19,2025-03-30,67,-11,-823,-944
39,2025-03-07,309,-938,576,-498
94,2025-02-19,227,-332,-484,-446
48,2025-01-12,34,-580,-235,-148
22,2025-01-25,278,-545,657,-863
27,2025-03-10,-668,-464,230,895
2,2025-02-16,-656,101,-220,-947
86,2025-03-17,55,536,-549,857
16,2025-03-14,-587,665,766,221
4,2025-02-20,-270,-82,-672,89
55,2025-01-06,-320,-758,-113,-362
77,2025-02-25,365,325,592,347
37,2025-01-26,-304,-450,466,58
54,2025-02-27,52,-330,491,797
76,2025-03-30,-785,-122,-772,80
35,2025-03-08,-130,-398,284,-484
91,2025-03-27,-767,-852,-950,799
7,2025-01-04,-818,353,508,-428
57,2025-01-12,-21,-941,-63,964
54,2025-01-23,-231,-75,537,-438
89,2025-02-18,-812,232,-802,416
70,2025-03-21,-434,508,587,-499
58,2025-03-03,-615,455,487,593
24,2025-03-15,630,757,663,898
70,2025-01-12,-398,-459,861,739
94,2025-03-01,492,-609,-351,294
28,2025-01-01,192,-651,-564,-647
30,2025-03-15,327,823,706,232
79,2025-01-21,947,938,-314,-162
8,2025-03-02,818,338,-887,-122
47,2025-03-29,260,952,-386,-755
86,2025-02-01,522,690,-674,-275
28,2025-01-10,608,-354,-866,153
